Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,1,6AA-MXPJ10,YARIS
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL/ELE,650.0,BATTICALOA,RECONDITIONED,1,4AA-MH55S,WAGON R
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,AMPARA,RECONDITIONED,1,5AA-MH95S,WAGON R
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,4,5AA-ZCEDS,SWIFT
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,7,5BA-M900A,ROOMY
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,4,5BA-LA350S,MIRA ES
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,2,4AA-MK54S,SPACIA
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,656.0,RATNAPURA,RECONDITIONED,1,5BA-MH85S,WAGON R
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,GALLE,RECONDITIONED,2,3BA-TRJ150W,TX-L
CAR,TOYOTA,5BA-MZEA17 COROLLA,JAPAN,PETROL,1490.0,BADULLA,RECONDITIONED,1,5BA-MZEA17,COROLLA
CAR,HONDA,6AA -RV 5 VEZEL,JAPAN,PETROL/ELE,1496.0,MATARA,RECONDITIONED,1,,6AA -RV 5 VEZEL
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,KURUNEGALA,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,5BA-M900S,THOR
CAR,NISSAN,5BD-DR17V CLIPER,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,5BD-DR17V,CLIPER
CAR,TOYOTA,3BA-JRJ250W,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,1,3BA-JRJ250W,Unknown
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL,1496.0,GAMPAHA,RECONDITIONED,1,6AA-RV5,VEZEL
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,5BA-B33W,EK WAGON
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,4AA-MH55S,WAGON R
CAR,HONDA,CR-V VTILX,AUSTRIA,PETROL,1498.0,COLOMBO,RECONDITIONED,1,CR-V,VTILX
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,1,5BA-KSP210,YARIS X
CAR,HONDA,CITY RS,THAILAND,PETROL,988.0,KURUNEGALA,RECONDITIONED,2,,CITY RS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,BADULLA,RECONDITIONED,9,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,PUTTALAM,RECONDITIONED,13,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,6,5BA-M900A,ROOMY
CAR,DAIHATSU,5BA-LA350S MIRS E.S,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,1,5BA-LA350S,MIRS E.S
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2,5BA-M900A,ROOMY
CAR,TOYOTA,6BA-MXUA80 HARRIER,JAPAN,PETROL,1986.0,COLOMBO,RECONDITIONED,3,6BA-MXUA80,HARRIER
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,72,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,14,5BA-KSP210,YARIS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,BATTICALOA,RECONDITIONED,4,6AA-RV5,VEZEL
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,15,5AA-MH95S,WAGON R
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,4,3BD-DA17V,EVERY
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,KALUTARA,RECONDITIONED,5,5BA-A201A,RAIZE
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,6,6AA-RV5,VEZEL
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,41,3BA-TRJ250W,Unknown
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,1,5AA-B44W,DAYZ
CAR,SUZUKI,5AA-ZCEDS SWIFT,JAPAN,PETROL/ELE,1196.0,COLOMBO,RECONDITIONED,2,5AA-ZCEDS,SWIFT
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1190.0,KEGALLE,RECONDITIONED,1,5BA-A201A,RAIZE
CAR,SUZUKI,5AA MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,5AA MH95S WAGON R
CAR,TOYOTA,3DA-GDJ250W,JAPAN,DIESEL,2754.0,COLOMBO,RECONDITIONED,4,3DA-GDJ250W,Unknown
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,1,5BA-LA350S,MIRA ES
CAR,SUZUKI,4AA-MN71S XBEE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,1,4AA-MN71S,XBEE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,8,5AA-MH95S,WAGON R
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,4,3BA-DA17W,EVERY
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,656.0,GAMPAHA,RECONDITIONED,2,5BD-DA17V,EVERY
CAR,DAIHATSU,3BA-A210S ROCKY,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,1,3BA-A210S,ROCKY
CAR,TOYOTA,6AA-ZWR90W VOXY,JAPAN,PETROL/ELE,1797.0,KALUTARA,RECONDITIONED,1,6AA-ZWR90W,VOXY
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,TRINCOMALEE,RECONDITIONED,5,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,998.0,GALLE,RECONDITIONED,1,5BA-M700A,PASSO
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL/ELE,657.0,HAMBANTOTA,RECONDITIONED,1,5AA-MH95S,WAGON R
CAR,TOYOTA,5AA-TZSH35 CROWN,JAPAN,PETROL/ELE,2393.0,COLOMBO,RECONDITIONED,1,5AA-TZSH35,CROWN
CAR,DAIHATSU,5BA-LA900S,JAPAN,PETROL,650.0,KURUNEGALA,RECONDITIONED,1,5BA-LA900S,TALF
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,KANDY,RECONDITIONED,2,3BA-VJA300W,Unknown
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,7,3BA-TRJ150W,TX-L
CAR,SUZUKI,5AA-HA97S ALTO,JAPAN,PETROL,657.0,MATARA,RECONDITIONED,1,5AA-HA97S,ALTO
CAR,TOYOTA,5BA-KSP-210,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,1,5BA-KSP-210,Unknown
CAR,SUZUKI,3DB-DA17V EVERY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,1,3DB-DA17V,EVERY
CAR,TOYOTA,6AA-ZWR90W VOXY,JAPAN,PETROL/ELE,1797.0,KANDY,RECONDITIONED,2,6AA-ZWR90W,VOXY
CAR,NISSAN,NV100 CLIPPER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,NV100 CLIPPER
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL,1496.0,PUTTALAM,RECONDITIONED,1,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,14,5BA-KSP210,YARIS
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,4,5BA-LA900S,TAFT
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,COLOMBO,RECONDITIONED,28,3BA-VJA300W,Unknown
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL/ELE,658.0,COLOMBO,RECONDITIONED,2,5AA-MK94S,SPACIA
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,14,6AA-MXPJ10,YARIS
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,6,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,7,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,1,5BA-LA350S,MIRA
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,24,5BD-DA17V,EVERY
