Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,TOYOTA,3DA-FJA300W,JAPAN,DIESEL,3345.0,PUTTALAM,RECONDITIONED,1,3DA-FJA300W,ZX
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,55,5BA-KSP210,YARIS
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,5,,PCX 160
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,BATTICALOA,RECONDITIONED,6,6AA-RV5,VEZEL
DUAL PURPOSE (COMMERCIAL),TOYOTA,3DF-GUN125 HILUX,JAPAN,DIESEL,2393.0,KANDY,RECONDITIONED,2,3DF-GUN125,HILUX
CAR,TOYOTA,YARIS CROSS,THAILAND,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,21,,YARIS CROSS
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2,3BA-DA17W,EVERY
CAR,DAIHATSU,5BA-LA350S MIRA E S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,4,5BA-LA350S,MIRA E S
DUAL PURPOSE (COMMERCIAL),TMT,3DF-GUN125  HILUX,THAILAND,DIESEL,2393.0,KURUNEGALA,RECONDITIONED,1,3DF-GUN125,HILUX
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTER,THAILAND,PETROL,2956.0,COLOMBO,RECONDITIONED,1,,RANGER RAPTER
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,3,3BA-NGX10,C-HR
CAR,SUZUKI,4AA-MN71S XBEE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,5,4AA-MN71S,XBEE
CAR,TOYOTA,YARIS ATIV,THAILAND,PETROL,1197.0,MATARA,RECONDITIONED,1,,YARIS ATIV
