Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2022.0,5,5BA-KSP210,YARIS
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,13,5BA-MH85S,WAGON R
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2023.0,2,3BA-A210A,RAIZE
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,2023.0,4,5BA-KSP210,YARIS
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,BADULLA,RECONDITIONED,2024.0,1,3BA-VJA300W,Unknown
CAR,AUDI,3AA-F3DFY  Q3,GERMANY,PETROL,1496.0,COLOMBO,RECONDITIONED,2024.0,1,3AA-F3DFY,Q3
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,13,3BA-A210A,RAIZE
CAR,BYD,ATTO3-ADVANCED,CHINA,ELECTRIC,100.0,KALUTARA,BRAND NEW,2025.0,32,ATTO3-ADVANCED,Unknown
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2024.0,14,6AA-RV5,VEZEL
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,COLOMBO,RECONDITIONED,2025.0,28,5AA-A202A,RAIZE
CAR,BYD,ATTO3-ADVANCED,CHINA,ELECTRIC,100.0,KILINOCHCHI,BRAND NEW,2025.0,1,ATTO3-ADVANCED,Unknown
CAR,TOYOTA,WIGO A350RA GBNE,INDONESIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,9,,WIGO A350RA GBNE
CAR,DAIHATSU,3BA-A210S ROCKY,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,2025.0,1,3BA-A210S,ROCKY
CAR,BYD,DOLPHIN-DYNAMIC49,CHINA,ELECTRIC,49.0,COLOMBO,BRAND NEW,2025.0,3,,DOLPHIN-DYNAMIC49
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,30,5BA-KSP210,YARIS
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,PUTTALAM,RECONDITIONED,2025.0,3,6AA-RV5,VEZEL
CAR,KIA,SONET,INDIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,55,,SONET
CAR,BYD,DOLPHIN-DYNAMIC 70,CHINA,ELECTRIC,70.0,GAMPAHA,BRAND NEW,2025.0,3,,DOLPHIN-DYNAMIC 70
CAR,BYD,SEALION 6 PREMIUM,CHINA,PETROL/ELE,1498.0,COLOMBO,BRAND NEW,2025.0,42,,SEALION 6 PREMIUM
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,8,5AA-MH95S,WAGON R
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,5,5BA-LA900S,TAFT
CAR,BYD,DOLPHIN-DYNAMIC 70,CHINA,ELECTRIC,70.0,COLOMBO,BRAND NEW,2025.0,9,,DOLPHIN-DYNAMIC 70
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,BADULLA,RECONDITIONED,2025.0,9,6AA-RV5,VEZEL
CAR,SUZUKI,5AA-MR92S  HUSTLER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MR92S,HUSTLER
CAR,TOYOTA,3DAFJA300W,JAPAN,DIESEL,3345.0,RATNAPURA,RECONDITIONED,2023.0,1,,3DAFJA300W
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,7,5AA-MH95S,WAGON R
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2025.0,12,6AA-RV5,VEZEL
CAR,TOYOTA,RAIZE 3BA-A210A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2024.0,1,,RAIZE 3BA-A210A
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MH95S,WOGON R
CAR,NISSAN,5BA-B43W,JAPAN,PETROL,656.0,KURUNEGALA,RECONDITIONED,2023.0,1,5BA-B43W,DAYS
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2024.0,1,5AA-MH95S,WOGON R
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,4AA-MK54S,SPACIA
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5AA-MH95S,WOGON R
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,5,5BD-DR17V,CLIPPER
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,990.0,COLOMBO,RECONDITIONED,2025.0,1,5BA-KSP210,Unknown
CAR,TOYOTA,NYC200R-DHXHBF,INDONESIA,PETROL/ELE,1496.0,RATNAPURA,BRAND NEW,2025.0,1,,NYC200R-DHXHBF
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,7,5BD-DR17V,CLIPPER
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,6,5BD-DA17V,EVERY
CAR,LAND ROVER,DEFENDER,UNITED KINGDOM,DIESEL,2997.0,COLOMBO,RECONDITIONED,2024.0,1,,DEFENDER
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,NUWARA-ELIYA,RECONDITIONED,2023.0,1,5AA-B44A,ROOX
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,AMPARA,RECONDITIONED,2024.0,1,3BA-TRJ250W,VX
CAR,NISSAN,5BD- DR17V  CLIPPER,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,,5BD- DR17V  CLIPPER
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,COLOMBO,RECONDITIONED,2025.0,6,3BA-VJA300W,Unknown
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,4,5AA-MR92S,HUSTLER
CAR,B.M.W.,3BA-7K15 218I,GERMANY,PETROL,1498.0,COLOMBO,RECONDITIONED,2024.0,1,3BA-7K15,218I
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,2025.0,11,3BA-TRJ250W,VX
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,18,5AA-MH95S,WAGON R
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,NUWARA-ELIYA,RECONDITIONED,2025.0,4,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,2025.0,10,6AA-RV5,VEZEL
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KEGALLE,RECONDITIONED,2023.0,2,3BA-A210A,RAIZE
CAR,HONDA,5BA-DG5 WR-V,JAPAN,PETROL,1496.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-DG5,WR-V
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,BATTICALOA,RECONDITIONED,2025.0,1,6AA-MXPJ10,YARIS
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,GAMPAHA,BRAND NEW,2025.0,31,,MAGNITE ACENTA BR10
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,GALLE,BRAND NEW,2025.0,1,,AXIA CG1GZ
CAR,WULING,BINGUO,INDONESIA,ELECTRIC,49.0,PUTTALAM,BRAND NEW,2025.0,1,,BINGUO
CAR,TOYOTA,WIGO A350RA GBNE,INDONESIA,PETROL,998.0,GAMPAHA,BRAND NEW,2025.0,3,,WIGO A350RA GBNE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,KURUNEGALA,RECONDITIONED,2023.0,2,5BA-A201A,RAIZE
CAR,MAZDA,5AA-MM94S,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,5AA-MM94S,Unknown
CAR,BYD,ATTO3-ADVANCED,CHINA,ELECTRIC,100.0,KEGALLE,BRAND NEW,2025.0,3,ATTO3-ADVANCED,Unknown
CAR,DONG FENG,BOX E3,CHINA,ELECTRIC,49.5,COLOMBO,BRAND NEW,2025.0,1,,BOX E3
CAR,DAIHATSU,5BA-LA360S MIRA,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2023.0,1,5BA-LA360S,MIRA
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,2024.0,2,3BA-A210A,RAIZE
CAR,DAIHATSU,5BA-LA910S  TAFT,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,2024.0,1,5BA-LA910S,TAFT
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2024.0,6,5BA-KSP210,YARIS
CAR,SUZUKI,3BA-DA17W WAGON,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,1,3BA-DA17W,WAGON
CAR,BYD,SEALION 6 SUPERIOR,CHINA,PETROL/ELE,1498.0,HAMBANTOTA,BRAND NEW,2025.0,9,,SEALION 6 SUPERIOR
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,17,5BA-MH85S,WAGON R
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,KURUNEGALA,BRAND NEW,2025.0,3,,MAGNITE ACENTA BR10
CAR,BYD,ATTO-3-SUPERIOR,CHINA,ELECTRIC,100.0,NUWARA-ELIYA,BRAND NEW,2025.0,4,ATTO-3-SUPERIOR,Unknown
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,KANDY,BRAND NEW,2025.0,9,,MAGNITE TEKNA PLUS
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,RATNAPURA,BRAND NEW,2025.0,4,,BEZZA
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,MATARA,BRAND NEW,2025.0,2,AXIA-CG1SZ,Unknown
CAR,TOYOTA,ROOMY 5BA-M900A,JAPAN,PETROL,996.0,MULLATIVU,RECONDITIONED,2022.0,1,,ROOMY 5BA-M900A
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,3,5BA-LA350S,MIRA
CAR,DAIHATSU,5BA-LA350S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,6,5BA-LA350S,MIRA  E S
CAR,TOYOTA,5BA-A201A-RAIZE,JAPAN,PETROL,1196.0,KALUTARA,RECONDITIONED,2024.0,1,5BA-A201A-RAIZE,Unknown
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,JAFFNA,BRAND NEW,2025.0,1,,AXIA CG1GZ
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,656.0,KEGALLE,RECONDITIONED,2024.0,1,5BA-LA350S,MIRA
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,PUTTALAM,RECONDITIONED,2025.0,4,5AA-A202A,RAIZE
CAR,DFSK,GLORY330 DXK6440AFF,SRI LANKA,DIESEL,1248.0,PUTTALAM,BRAND NEW,2024.0,1,,GLORY330 DXK6440AFF
CAR,HONDA,6AA-RV-5 VEZEL,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,2025.0,1,6AA-RV-5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,NUWARA-ELIYA,RECONDITIONED,2024.0,3,6AA-RV5,VEZEL
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,8,3BA-DA17W,EVERY
CAR,SUZUKI,5AA-MK53S SPACIA,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2023.0,1,5AA-MK53S,SPACIA
CAR,NISSAN,5BD-DR17V  CLIPPER,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,2,5BD-DR17V,CLIPPER
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2024.0,1,3BA-DA17W,EVERY
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,2024.0,9,6AA-MXPJ10,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,2024.0,2,5BA-KSP210,YARIS
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2024.0,3,3BD-DA17V,EVERY
CAR,SUZUKI,5AA-MK53S SPACIA,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2023.0,1,5AA-MK53S,SPACIA
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2023.0,1,5BA-M900S,THOR
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2022.0,1,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2022.0,3,5BA-KSP210,YARIS
CAR,LAND ROVER,DEFENDER,UNITED KINGDOM,PETROL/ELE,2000.0,COLOMBO,BRAND NEW,2025.0,12,,DEFENDER
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2024.0,1,5BA-M900A,ROOMY
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,3,5BD-DR17V,CLIPPER
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL/ELE,2693.0,KURUNEGALA,RECONDITIONED,2025.0,1,3BA-TRJ250W,VX
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,10,5BA-LA350S,MIRA
CAR,SUZUKI,4AA-MA55S  WAGON R,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2023.0,1,4AA-MA55S,WAGON R
CAR,DAIHATSU,6BA-LA650S TANTO,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2022.0,1,6BA-LA650S,TANTO
CAR,SUZUKI,4AA-MR52S HUSTLER,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2023.0,1,4AA-MR52S,HUSTLER
CAR,DAIHATSU,5BA-LA650S TANTO,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,1,5BA-LA650S,TANTO
CAR,PEUGEOT,2008GT,SPAIN,PETROL,1199.0,KURUNEGALA,RECONDITIONED,2025.0,1,,2008GT
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,656.0,KALUTARA,RECONDITIONED,2024.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,FJA300R-GNUZY,JAPAN,DIESEL,3346.0,COLOMBO,BRAND NEW,2025.0,1,,FJA300R-GNUZY
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,BADULLA,RECONDITIONED,2023.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,6AA-ZWR90W VOXY,JAPAN,PETROL/ELE,1797.0,GAMPAHA,RECONDITIONED,2025.0,3,6AA-ZWR90W,VOXY
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,656.0,ANURADHAPURA,RECONDITIONED,2024.0,5,5BA-MH85S,WAGON R
CAR,HONDA,6AA-RV6 VEZEL,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2024.0,1,6AA-RV6,VEZEL
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,KEGALLE,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-4201A RAIZE,JAPAN,PETROL,1196.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-4201A,RAIZE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,GALLE,RECONDITIONED,2025.0,2,5AA-MH95S,WAGON R
CAR,SUZUKI,3BA-DA17W  EVERY,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2025.0,1,3BA-DA17W,EVERY
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2024.0,3,5BA-KSP210,YARIS
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,5,5BA-B43W,DAYZ
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,4,3BA-DA17W,EVERY
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,BADULLA,RECONDITIONED,2024.0,1,3BA-TRJ250W,VX
CAR,TOYOTA,3DA-GDJ250W,JAPAN,DIESEL,2754.0,COLOMBO,RECONDITIONED,2024.0,5,3DA-GDJ250W,Unknown
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,656.0,KANDY,RECONDITIONED,2024.0,2,5BA-LA900S,TAFT
CAR,TOYOTA,5BA-M910A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-M910A,Unknown
CAR,WULING,CLOUD EV,INDONESIA,ELECTRIC,99.0,GAMPAHA,BRAND NEW,2025.0,1,,CLOUD EV
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2024.0,11,5BA-A201A,RAIZE
CAR,TOYOTA,KSP210 YARIS,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,2023.0,1,,KSP210 YARIS
CAR,DAIHATSU,5BA-LA350S,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,5BA-LA350S,MIRA  E S
CAR,TOYOTA,5BA-MZEA17 COROLLA,JAPAN,PETROL,1498.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-MZEA17,COROLLA
CAR,CHANGAN,S 07,CHINA,ELECTRIC,99.0,MATARA,BRAND NEW,2025.0,1,,S 07
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,JAFFNA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2025.0,9,3BA-A210A,RAIZE
CAR,TOYOTA,3DA-GDJ250W,JAPAN,DIESEL,2754.0,MONERAGALA,RECONDITIONED,2024.0,1,3DA-GDJ250W,Unknown
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,KALUTARA,RECONDITIONED,2022.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,KANDY,RECONDITIONED,2024.0,3,6AA-MXPJ10,YARIS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1490.0,KANDY,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,JAFFNA,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,6AA-ZVG 13 COROLLA,JAPAN,PETROL/ELE,1797.0,RATNAPURA,RECONDITIONED,2024.0,1,6AA-ZVG,13 COROLLA
CAR,TOYOTA,5BA-MZEA17W COROLLA,JAPAN,PETROL,1490.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-MZEA17W,COROLLA
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1498.0,KEGALLE,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,YARIS CROSS,THAILAND,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2025.0,3,,YARIS CROSS
CAR,MERCEDES BENZ,C200 AMG LINE,GERMANY,PETROL,1496.0,COLOMBO,RECONDITIONED,2025.0,2,,C200 AMG LINE
CAR,SUZUKI,4AA-MK54S  SPACIA,JAPAN,PETROL,658.0,POLONNARUWA,RECONDITIONED,2024.0,1,4AA-MK54S,SPACIA
CAR,NISSAN,5BD-DR17V  CLIPPER,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,1,5BD-DR17V,CLIPPER
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2024.0,3,5AA-MH95S,WAGON R
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,AMPARA,RECONDITIONED,2023.0,2,5BA-M900A,ROOMY
CAR,MERCEDES BENZ,GLC 200 4 MATIC,GERMANY,PETROL,1999.0,COLOMBO,BRAND NEW,2025.0,1,,GLC 200 4 MATIC
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,998.0,KALUTARA,RECONDITIONED,2024.0,1,5BA-KSP210,YARIS
CAR,B.M.W.,3BA-7K15  2181,GERMANY,PETROL,1498.0,MONERAGALA,RECONDITIONED,2024.0,1,3BA-7K15,2181
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1190.0,NUWARA-ELIYA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,GALLE,RECONDITIONED,2025.0,1,3BA-TRJ250W,VX
CAR,LAND ROVER,DEFENDER X DYNAMIC,UNITED KINGDOM,PETROL/ELE,1997.0,MATARA,RECONDITIONED,2025.0,1,,DEFENDER X DYNAMIC
CAR,TOYOTA,6BA-MXUA80 HARRIER,JAPAN,PETROL,1986.0,GAMPAHA,RECONDITIONED,2023.0,1,6BA-MXUA80,HARRIER
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2023.0,1,5BA-B33W,EK WAGON
CAR,HONDA,6AA-RV5   VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,2,6AA-RV5,VEZEL
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,VAVUNIYA,RECONDITIONED,2023.0,1,3BA-TRJ150W,TXL
CAR,HONDA,6AA-RV5 VEZEL Z,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL Z
CAR,TOYOTA,3BA-A210A RAIZE G,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE G
CAR,HONDA,6AA/RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2023.0,1,,6AA/RV5 VEZEL
CAR,TOYOTA,5BA/KSP210 YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,,5BA/KSP210 YARIS
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,998.0,GAMPAHA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,PUTTALAM,RECONDITIONED,2023.0,2,3BA-TRJ150W,TXL
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,POLONNARUWA,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,2,3BD-DA17V,EVERY
CAR,DAIHATSU,5BA-LA350S,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2024.0,1,5BA-LA350S,MIRA  E S
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,GAMPAHA,RECONDITIONED,2022.0,1,5AA-A202A,RAIZE
CAR,LAND ROVER,DEFENDER,UNITED KINGDOM,DIESEL,3000.0,COLOMBO,BRAND NEW,2025.0,1,,DEFENDER
CAR,HONDA,6BA-JF5 N BOX,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2024.0,1,6BA-JF5,N BOX
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-B33W,EK WAGON
CAR,TOYOTA,5BA-KSP210,JAPAN,PETROL,998.0,MATARA,RECONDITIONED,2024.0,1,5BA-KSP210,Unknown
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE
CAR,HONDA,6BA-JF3 N BOX CUSTOM,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,6BA-JF3,N BOX CUSTOM
CAR,SUZUKI,5BA-MH85S  WAGON R,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,2,5BA-MH85S,WAGON R
CAR,SUZUKI,5BD-DA17V,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2025.0,1,5BD-DA17V,EVEVRY
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,1,5AA-MR92S,HUSTLER
CAR,SUZUKI,4AA-MK54S,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,4AA-MK54S,HYBRID XS
CAR,SUZUKI,HBD-DA17V EVERY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2018.0,1,HBD-DA17V,EVERY
CAR,B.M.W.,3BA-7K15 218I,GERMANY,PETROL,1498.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-7K15,218I
CAR,TOYOTA,A250RA-GBVV RAIZE,INDONESIA,PETROL,998.0,POLONNARUWA,BRAND NEW,2025.0,3,,A250RA-GBVV RAIZE
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,650.0,KURUNEGALA,RECONDITIONED,2022.0,1,5BD-DA17V,EVERY
CAR,KIA,SONET,INDIA,PETROL,998.0,MONERAGALA,BRAND NEW,2025.0,1,,SONET
CAR,SUZUKI,5AA-HA97S  ALTO,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,5AA-HA97S,ALTO
CAR,SUZUKI,5AA-MK53S SPACIA,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2023.0,1,5AA-MK53S,SPACIA
CAR,SUZUKI,HA37S-167866,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,HA37S-167866,Unknown
