Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2025.0,4,5AA-MH95S,WAGON R
CAR,MITSUBISHI,GRIWXTHGRVI,INDONESIA,PETROL,1499.0,COLOMBO,BRAND NEW,2025.0,1,,GRIWXTHGRVI
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2025.0,1,3BD-DA17V,EVERY
CAR,MAZDA,DEMIO,JAPAN,PETROL,1300.0,COLOMBO,BOUGHT FROM AUCTION,2010.0,1,,DEMIO
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,KURUNEGALA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,MULLATIVU,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,DONGFENG,BOX E3,CHINA,ELECTRIC,50.0,GAMPAHA,BRAND NEW,2025.0,4,,BOX E3
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2025.0,3,5BD-DA17V,EVERY
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,MATARA,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
CAR,HONDA,CITY RS,THAILAND,PETROL,988.0,GALLE,RECONDITIONED,2025.0,2,,CITY RS
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,NUWARA-ELIYA,RECONDITIONED,2023.0,1,6AA-MXPJ10,YARIS
CAR,NISSAN,5BA-B43W,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,2,5BA-B43W,DAYS
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA
CAR,SUZUKI,CELERIO,INDIA,PETROL,998.0,GAMPAHA,BRAND NEW,2025.0,2,,CELERIO
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE G
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2023.0,4,5BD-DA17V,EVERY
CAR,DAIHATSU,5BA-LA900S GBGF,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,5BA-LA900S,GBGF
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,VAVUNIYA,RECONDITIONED,2025.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2022.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,JAFFNA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,5AA-MH95S,WOGON R
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,3,5AA-B44A,ROOX
CAR,DAIHATSU,5BA-LA900S  TAFT,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,5BA-LA900S,TAFT
CAR,TOYOTA,5BA-MXPB10 YARIS,JAPAN,PETROL,1496.0,GAMPAHA,RECONDITIONED,2023.0,1,5BA-MXPB10,YARIS
CAR,DAIHATSU,5BA-LA650STANTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-LA650STANTO,Unknown
CAR,TOYOTA,3BD-S700M,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,2,3BD-S700M,Unknown
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE G
CAR,SUZUKI,5BD-DA17V,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2024.0,1,5BD-DA17V,EVEVRY
CAR,DFSK,GLORY I AUTO,SRI LANKA,PETROL,1498.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,2025.0,1,,GLORY I AUTO
CAR,TOYOTA,5BA-A201A,JAPAN,PETROL,1196.0,ANURADHAPURA,RECONDITIONED,2023.0,1,5BA-A201A,RAICE
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,KEGALLE,BRAND NEW,2025.0,3,,MAGNITE ACENTA BR10
CAR,TOYOTA,5AA-A202A,JAPAN,ELECTRIC,78.0,GAMPAHA,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE Z
CAR,TOYOTA,5AA-A202A,JAPAN,ELECTRIC,78.0,GAMPAHA,RECONDITIONED,2025.0,3,5AA-A202A,RAIZE Z
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,1,,KUV100 NXT AMT
CAR,MITSUBISHI,5BA-B33W,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-B33W,WAGON EK
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2022.0,1,5BA-LA350S,MIRA
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,RATNAPURA,RECONDITIONED,2023.0,1,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE G
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,AMPARA,RECONDITIONED,2022.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,3BA-A210A   RAIZE,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,3BA-A210A,RAIZE
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,2,4AA-MH55S,WAGON R
CAR,MITSUBISHI,5AA-B34W,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-B34W,EK
CAR,SUZUKI,5AA-MR92S  HUSTLER,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-MR92S,HUSTLER
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,MATALE,RECONDITIONED,2025.0,1,3BA-TRJ250W,VX
CAR,HONDA,6BA-JF5 N BOX,JAPAN,PETROL,659.0,KURUNEGALA,RECONDITIONED,2025.0,1,6BA-JF5,N BOX
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2025.0,1,5BA-B43W,DAYZ
CAR,VOLKSWAGEN,3BA-C1DKR T CROSS,GERMANY,PETROL,999.0,COLOMBO,RECONDITIONED,2023.0,1,3BA-C1DKR,T CROSS
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2023.0,1,5BA-MH85S,WAGONR
CAR,SUZUKI,5BD-MK33V  SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5BD-MK33V,SPACIA
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,660.0,COLOMBO,RECONDITIONED,2025.0,1,3BA-JB64W,JIMNY
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,NUWARA-ELIYA,RECONDITIONED,2023.0,1,3BA-TRJ150W,TXL
CAR,SUZUKI,5BA-MH85S  WAGON R,JAPAN,PETROL,657.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
CAR,SUZUKI,5BA-MH85S  WAGON R,JAPAN,PETROL,658.0,VAVUNIYA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
CAR,TOYOTA,URBAN CRUISER TRISOR,INDIA,PETROL,998.0,COLOMBO,RECONDITIONED,2025.0,1,,URBAN CRUISER TRISOR
CAR,KIA,SONET,INDIA,PETROL,998.0,KANDY,RECONDITIONED,2025.0,1,,SONET
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,COLOMBO,RECONDITIONED,2025.0,1,,MAGNITE TEKNA PLUS
CAR,SUZUKI,3BD-DA17V EVERY,JAPAN,PETROL,660.0,GAMPAHA,RECONDITIONED,2024.0,1,3BD-DA17V,EVERY
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-B44A,ROOX
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1490.0,KEGALLE,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,B.M.W.,3AA-12FJ20 523I,JAPAN,PETROL,1998.0,GALLE,RECONDITIONED,2023.0,1,3AA-12FJ20,523I
CAR,SUZUKI,4AA-MR52S HUSTLER,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,1,4AA-MR52S,HUSTLER
CAR,TOYOTA,5BA-LA350A PIXIS,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2023.0,1,5BA-LA350A,PIXIS
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,BADULLA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,MAZDA,5AA-MM53S,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2023.0,1,5AA-MM53S,Unknown
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,KALUTARA,RECONDITIONED,2022.0,1,6AA-MXPJ10,YARIS
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-MH95S,WAGON R
CAR,HONDA,CITY RS,THAILAND,PETROL,988.0,POLONNARUWA,RECONDITIONED,2025.0,1,,CITY RS
CAR,MAZDA,5AA-MM94S FLAIR,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-MM94S,FLAIR
CAR,DAIHATSU,5BA-LA350S MIRA E.S,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,3,5BA-LA350S,MIRA E.S
CAR,NISSAN,5BA-B43W  DAYZ,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,1,5BA-B43W,DAYZ
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,MATARA,RECONDITIONED,2024.0,1,3BA-TRJ250W,VX
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,ANURADHAPURA,RECONDITIONED,2024.0,1,3BA-TRJ250W,VX
CAR,MITSUBISHI,NC1WXRPGRV1,INDONESIA,PETROL,1499.0,GALLE,BRAND NEW,2025.0,1,,NC1WXRPGRV1
CAR,TOYOTA,6AA-ZWR90W VOXY,JAPAN,PETROL/ELE,1797.0,MATARA,RECONDITIONED,2025.0,1,6AA-ZWR90W,VOXY
CAR,TATA,CURVV,INDIA,PETROL,1199.0,KALUTARA,BRAND NEW,2025.0,1,,CURVV
CAR,MITSUBISHI,NC1WLRPGRV1,INDONESIA,PETROL,1499.0,GAMPAHA,BRAND NEW,2025.0,1,,NC1WLRPGRV1
CAR,SUZUKI,5BA-MH85S  WAGON R,JAPAN,PETROL,657.0,GALLE,RECONDITIONED,2023.0,1,5BA-MH85S,WAGON R
CAR,SUZUKI,5BD-DA17V  EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,ELECTRIC,78.0,KURUNEGALA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,POLONNARUWA,BRAND NEW,2025.0,1,,MAGNITE TEKNA PLUS
CAR,MITSUBISHI,GKIWXTHUR,JAPAN,PETROL,1499.0,COLOMBO,BRAND NEW,2025.0,1,,GKIWXTHUR
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL,1496.0,COLOMBO,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,KALUTARA,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,1,3BA-JB64W,JIMNY
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,1,4AA-MH55S,WAGON R
CAR,TOYOTA,5BA-MZEA17 COROLLA,JAPAN,PETROL,1496.0,GAMPAHA,RECONDITIONED,2023.0,2,5BA-MZEA17,COROLLA
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,RATNAPURA,RECONDITIONED,2023.0,1,3BA-TRJ150W,TXL
CAR,DAIHATSU,3BA-A210S  ROCKY,JAPAN,PETROL,990.0,GAMPAHA,RECONDITIONED,2023.0,1,3BA-A210S,ROCKY
CAR,JETOUR,DASHING,CHINA,PETROL,1498.0,COLOMBO,BRAND NEW,2025.0,8,,DASHING
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2022.0,1,4AA-MH55S,WAGON R
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,2024.0,1,5AA-MH95S,WAGON R
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,1,5BA-B33W,EK WAGON
CAR,SUZUKI,5BA-MH85S   WAGON R,JAPAN,PETROL,656.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2023.0,1,5BA-MH85S,WAGON R
CAR,SUZUKI,5AA-MH95S WOGON R,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2025.0,1,5AA-MH95S,WOGON R
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,650.0,ANURADHAPURA,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,HONDA,5BA-DG5   WR-V,JAPAN,PETROL,1490.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-DG5,WR-V
CAR,NISSAN,5AA-B44W,JAPAN,PETROL,659.0,GAMPAHA,RECONDITIONED,2023.0,1,5AA-B44W,Unknown
CAR,NISSAN,4AA-B45W  DAYZ,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,4AA-B45W,DAYZ
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,VAVUNIYA,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,4BA-M900A  ROOMY,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2025.0,1,4BA-M900A,ROOMY
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2024.0,1,5BA-M900S,THOR
CAR,DAIHATSU,4BA-M900A THOR,JAPAN,PETROL,996.0,HAMBANTOTA,RECONDITIONED,2023.0,1,4BA-M900A,THOR
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,AMPARA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,BYD,ATTO-3-SUPERIOR,CHINA,ELECTRIC,100.0,KALUTARA,BRAND NEW-L/ASSEMBLE,2025.0,1,ATTO-3-SUPERIOR,Unknown
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2022.0,1,5BA-M700A,PASSO
CAR,TOYOTA,6AA-MXPK11 AQUA,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2024.0,1,6AA-MXPK11,AQUA
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2022.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1198.0,KALUTARA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,SUZUKI,5BD-DA17V EVEVRY,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2023.0,1,5BD-DA17V,EVEVRY
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,TRINCOMALEE,RECONDITIONED,2024.0,1,5BA-A201A,RAIZE
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2024.0,1,4BA-M900A,ROOMY
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,KEGALLE,BRAND NEW-L/ASSEMBLE,2025.0,1,,MAGNITE TEKNA PLUS
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,BADULLA,BRAND NEW,2025.0,1,AXIA-CG1SZ,Unknown
CAR,TOYOTA,6BA-MXUA80 HARRIER,JAPAN,PETROL,1986.0,KALUTARA,RECONDITIONED,2025.0,1,6BA-MXUA80,HARRIER
CAR,TOYOTA,3BA VJA300W,JAPAN,PETROL,3444.0,COLOMBO,RECONDITIONED,2025.0,1,,3BA VJA300W
CAR,SUZUKI,4AA-MN71S XBEE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,1,4AA-MN71S,XBEE
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,KANDY,RECONDITIONED,2025.0,1,6AA-ZVG13,COROLLA
CAR,SUZUKI,3BA-HA37S,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2024.0,1,3BA-HA37S,Unknown
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,650.0,MONERAGALA,RECONDITIONED,2023.0,1,5BA-B43W,DAYZ
CAR,DAIHATSU,5BA-LA360S MIRA E.S,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,5BA-LA360S,MIRA E.S
CAR,DAIHATSU,5BA-LA350S MIRA  E S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA  E S
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,HAMBANTOTA,RECONDITIONED,2022.0,1,5AA-A202A,RAIZE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,3,5AA-MH95S,WAGON R
CAR,VOLKSWAGEN,3BA-C1DKR TCROSS,GERMANY,PETROL,996.0,GAMPAHA,RECONDITIONED,2024.0,1,3BA-C1DKR,TCROSS
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,GALLE,RECONDITIONED,2025.0,1,,ALMERA
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2025.0,1,5AA-MH95S,WOGON R
CAR,MITSUBISHI,5AA-B34A EK SPACE,JAPAN,PETROL,660.0,GAMPAHA,RECONDITIONED,2023.0,1,5AA-B34A,EK SPACE
CAR,TOYOTA,5AA-A202A   RAIZE,JAPAN,ELECTRIC,78.0,GAMPAHA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,RAIZE 3BA-A210A,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,,RAIZE 3BA-A210A
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2023.0,4,5AA-MH95S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,POLONNARUWA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,2,5BA-LA350S,MIRA
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2023.0,2,5AA-MH95S,WAGON R
CAR,SUZUKI,5BA-HE33S,JAPAN,PETROL,656.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-HE33S,LAPIN
CAR,TOYOTA,5BA-M700A  PASSO,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2022.0,1,5BA-M700A,PASSO
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,GAMPAHA,RECONDITIONED,2025.0,12,5AA-A202A,RAIZE
CAR,MAZDA,5AA-MJ95S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MJ95S,FLAIR
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,10,5BA-KSP210,YARIS
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,656.0,KURUNEGALA,RECONDITIONED,2023.0,3,5BD-DA17V,EVERY
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1190.0,GAMPAHA,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,MERCEDES BENZ,GLB 200 AMG LINE,UNITED KINGDOM,PETROL,1332.0,COLOMBO,RECONDITIONED,2025.0,1,,GLB 200 AMG LINE
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1196.0,ANURADHAPURA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1498.0,COLOMBO,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,COLOMBO,RECONDITIONED,2024.0,9,5AA-A202A,RAIZE
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2025.0,3,3BA-A210A,RAIZE G
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,GALLE,RECONDITIONED,2023.0,1,5BA-A201A,RAIZE
CAR,SUZUKI,5BD-MK33V SPACIA,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,5BD-MK33V,SPACIA
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2025.0,9,5AA-MH95S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1190.0,COLOMBO,RECONDITIONED,2025.0,2,5AA-A202A,RAIZE
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2023.0,37,6AA-RV5,VEZEL
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,2025.0,1,5BD-DA17V,EVERY
CAR,TOYOTA,5BA-M700A  PASSO,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-M700A,PASSO
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2023.0,17,6AA-RV5,VEZEL
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,KEGALLE,BRAND NEW,2025.0,1,AXIA-CG1SZ,Unknown
CAR,BYD,DOLPHIN-DYNAMIC49,CHINA,ELECTRIC,49.0,KURUNEGALA,BRAND NEW,2025.0,2,,DOLPHIN-DYNAMIC49
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2023.0,3,3BA-NGX10,C-HR
CAR,NISSAN,MAGNITE N-CONNECTA,INDIA,PETROL,999.0,GAMPAHA,BRAND NEW,2025.0,14,,MAGNITE N-CONNECTA
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,15,5BA-M900A,ROOMY
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,KURUNEGALA,BRAND NEW,2025.0,5,,MAGNITE TEKNA PLUS
CAR,NISSAN,MAGNITE TEKNA PLUS,INDIA,PETROL,999.0,RATNAPURA,BRAND NEW,2025.0,7,,MAGNITE TEKNA PLUS
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2025.0,3,5AA-MH95S,WOGON R
CAR,TOYOTA,YARIS ATIV PREMIUM,THAILAND,PETROL,1197.0,COLOMBO,RECONDITIONED,2025.0,2,,YARIS ATIV PREMIUM
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,3,3BA-HA37S,ALTO
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,ELECTRIC,78.0,AMPARA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,6AA-AAHH40W ALPHARD,JAPAN,PETROL/ELE,2487.0,KURUNEGALA,RECONDITIONED,2023.0,1,6AA-AAHH40W,ALPHARD
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,MONERAGALA,RECONDITIONED,2024.0,1,5BA-LA900S,TAFT
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,MATARA,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,6,5BA-M700A,PASSO
CAR,NISSAN,5AA-B44A ROOX,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2023.0,1,5AA-B44A,ROOX
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KEGALLE,RECONDITIONED,2023.0,4,6AA-RV5,VEZEL
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,660.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-MH95S,WAGON R
CAR,DAIHATSU,5BA-LA350S MIRA,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,2024.0,5,5BA-LA350S,MIRA
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,3,5BA-LA350S,MIRA
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2023.0,10,5BA-A201A,RAIZE
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,BADULLA,BRAND NEW,2025.0,1,,MAGNITE ACENTA BR10
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
